rule,symbol,scenario,ir_union,ret_pct,bench_pct,years_oos
LINEARREG_INTERCEPT_9,AMZN,wide,-0.4137194379021493,-90.83056079735928,113036.43839929435,28.581000619275773
LINEARREG_INTERCEPT_9,AMZN,pessimistic,-0.43770350318959855,-94.78921851764355,113036.43839929435,28.581000619275773
LINEARREG_INTERCEPT_9,NVDA,gross,-0.2857129296961037,198.00560978532863,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_9,NVDA,retail,-0.29194706136851895,156.90833239190493,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_9,NVDA,wide,-0.3002374282728344,110.49880594245467,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_9,NVDA,pessimistic,-0.32093742679419424,27.89556622318028,226573.95407779372,26.57765587587751
LINEARREG_INTERCEPT_9,GOOGL,gross,-0.6408224977753382,-82.89526537572036,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_9,GOOGL,retail,-0.6533206882875139,-84.87994670020464,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_9,GOOGL,wide,-0.6700373177296715,-87.20521572796385,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_9,GOOGL,pessimistic,-0.7117113784573151,-91.57302368325115,7713.003543473454,21.579944103039143
LINEARREG_INTERCEPT_9,META,gross,-0.7009269103661128,-85.11941926432934,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_9,META,retail,-0.7117507506872051,-86.26963909317375,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_9,META,wide,-0.7263002892345406,-87.69393981368125,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_9,META,pessimistic,-0.7625866023330986,-90.64224236163514,2136.61405939926,13.591494573736101
LINEARREG_INTERCEPT_9,TSLA,gross,-0.3621706070617383,91.1923453795908,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_9,TSLA,retail,-0.36913209352129644,74.65646544320612,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_9,TSLA,wide,-0.3783797060809066,54.68916673158528,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_9,TSLA,pessimistic,-0.40146554742887264,14.183601165672277,18041.978505404717,15.577715084668661
LINEARREG_INTERCEPT_9,JPM,gross,-0.30796537209937835,-90.21571637232036,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_9,JPM,retail,-0.31824005939526023,-92.26666706300279,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_9,JPM,wide,-0.33188000502115217,-94.35447971957204,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_9,JPM,pessimistic,-0.3659140068376234,-97.4299909957819,9659.256819773182,41.583289083403606
LINEARREG_INTERCEPT_9,JNJ,gross,-0.45281339832017853,-92.96103874888311,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_9,JNJ,retail,-0.4701694478712919,-94.84555382392324,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_9,JNJ,wide,-0.49328081402812746,-96.60969165272813,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_9,JNJ,pessimistic,-0.5508462334313352,-98.81086055280964,19616.508827131267,53.57575862241664
LINEARREG_INTERCEPT_9,XOM,gross,-0.8459156090898782,-99.99851869317929,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_9,XOM,retail,-0.8632223422352392,-99.99894745437858,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_9,XOM,wide,-0.8864744131759249,-99.99933930772268,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_9,XOM,pessimistic,-0.9443789315238702,-99.99979382945085,14857.76769832107,53.57575862241664
LINEARREG_INTERCEPT_9,UNH,gross,-0.45867308447798927,-92.56863525343554,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_9,UNH,retail,-0.46911404421366415,-94.01295278393987,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_9,UNH,wide,-0.48297567553629445,-95.51804038117926,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_9,UNH,pessimistic,-0.517558641022648,-97.8272894325531,74945.36354660902,40.433388893137035
LINEARREG_INTERCEPT_9,V,gross,-1.1237036349264593,-98.2739346448304,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_9,V,retail,-1.1389119135708612,-98.44788912398899,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_9,V,wide,-1.159518742938452,-98.65922088243654,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_9,V,pessimistic,-1.2108482543406374,-99.07019909396045,3066.470329982456,17.57747820135107
LINEARREG_INTERCEPT_9,PG,gross,-0.5446353579079852,-99.25743519458516,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_9,PG,retail,-0.5625477235866436,-99.46320430339321,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_9,PG,wide,-0.5865165804459191,-99.65383719923415,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_9,PG,pessimistic,-0.6462154975279641,-99.88444155325466,10845.510279583505,53.57575862241664
LINEARREG_INTERCEPT_9,HD,gross,-0.5456594687771902,-95.45156516024996,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_9,HD,retail,-0.55644458171296,-96.47642752171885,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_9,HD,wide,-0.5708555684481456,-97.50419743910854,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_9,HD,pessimistic,-0.6068009855341436,-98.94645374002893,1184208.7789355156,44.57947131294982
LINEARREG_INTERCEPT_9,MA,gross,-0.9104535560462205,-98.29188426303352,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_9,MA,retail,-0.9228841734264408,-98.48018941081595,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_9,MA,wide,-0.93972573775351,-98.70552974260033,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_9,MA,pessimistic,-0.9817122726932739,-99.13345745420493,6300.621150737551,19.586050868556075
LINEARREG_INTERCEPT_9,CVX,gross,-0.4524694576480798,-99.15420203659363,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_9,CVX,retail,-0.4675596352663673,-99.38996214949742,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_9,CVX,wide,-0.48776972163290555,-99.60777071860609,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_9,CVX,pessimistic,-0.5381396473591953,-99.87003110719567,11832.71954586727,53.57596957913723
LINEARREG_INTERCEPT_9,ABBV,gross,-0.30277185483237457,80.54340225780466,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_9,ABBV,retail,-0.31781191626520616,67.75543763172908,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_9,ABBV,wide,-0.33804757199174984,51.861258022496855,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_9,ABBV,pessimistic,-0.3884875417788703,18.396025748425004,662.6564402459799,12.579345091188578
LINEARREG_INTERCEPT_9,PEP,gross,-0.7466620885725922,-99.98301325180209,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_9,PEP,retail,-0.7637179977190641,-99.9878486030635,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_9,PEP,wide,-0.7866240284082463,-99.99229737491355,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_9,PEP,pessimistic,-0.8436702937962033,-99.99753676651586,24799.686611328387,53.59069912631765
LINEARREG_INTERCEPT_9,KO,gross,-0.5134581308137572,-99.12503887583122,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_9,KO,retail,-0.5304536302467723,-99.36726273106026,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_9,KO,wide,-0.5532068598656037,-99.59183420284083,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_9,KO,pessimistic,-0.6098850698949598,-99.8636320330707,12102.933177153825,53.57575862241664
LINEARREG_INTERCEPT_9,WMT,gross,-0.6160336393646437,-98.98675374475188,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_9,WMT,retail,-0.630369305456268,-99.26841161785771,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_9,WMT,wide,-0.6495899128220061,-99.52966084643418,798278.3494156763,53.59597006729241
LINEARREG_INTERCEPT_9,WMT,pessimistic,-0.6974917462685193,-99.84418381066872,798278.3494156763,53.59597006729241
LINEARREG_SLOPE,AAPL,gross,-0.27573337004526843,63.05111105264318,390712.73254496604,44.58319006747153
